time_hours,temperature_k,pressure_pa,ice_mass_kg,solar_flux_wm2,orbital_angle_rad
2756.0,223.41243980023032,610.0,0.0,653.3124804521365,1.0502461612438154
2757.0,223.4122619859068,610.0,0.0,653.2739216724773,1.0506272374997094
2758.0,223.41404512020506,610.0,0.0,653.2353556137545,1.0510083137556034
2759.0,223.41747632586862,610.0,0.0,653.1967822823136,1.0513893900114974
2760.0,223.42213633227448,610.0,0.0,653.1582016845017,1.0517704662673915
2761.0,223.42752646009092,610.0,0.0,653.1196138266653,1.0521515425232855
2762.0,223.43310074340192,610.0,0.0,653.0810187151525,1.0525326187791795
2763.0,223.43830113584204,610.0,0.0,653.0424163563115,1.0529136950350735
2764.0,223.4425935398363,610.0,0.0,653.0038067564925,1.0532947712909675
2765.0,223.44550233340152,610.0,0.0,652.9651899220443,1.0536758475468615
2766.0,223.44664115426087,610.0,0.0,652.9265658593177,1.0540569238027555
2767.0,223.44573793376094,610.0,0.0,652.8879345746649,1.0544380000586495
2768.0,223.44265254054184,610.0,0.0,652.8492960744377,1.0548190763145435
2769.0,223.4373858733841,610.0,0.0,652.8106503649886,1.0552001525704375
2770.0,223.43007980262698,610.0,0.0,652.7719974526716,1.0555812288263315
2771.0,223.42100796188285,610.0,0.0,652.73333734384,1.0559623050822255
2772.0,223.41055799465914,610.0,0.0,652.6946700448501,1.0563433813381196
2773.0,223.3992064219254,610.0,0.0,652.6559955620569,1.0567244575940136
2774.0,223.38748777789687,610.0,0.0,652.6173139018164,1.0571055338499076
2775.0,223.3759600300415,610.0,0.0,652.5786250704859,1.0574866101058016
2776.0,223.36516853207652,610.0,0.0,652.5399290744236,1.0578676863616956
2777.0,223.35561084227118,610.0,0.0,652.5012259199875,1.0582487626175896
2778.0,223.34770467113972,610.0,0.0,652.4625156135367,1.0586298388734836
2779.0,223.34176101009683,610.0,0.0,652.4237981614313,1.0590109151293776
2780.0,223.33796415219643,610.0,0.0,652.3850735700316,1.0593919913852716
2781.0,223.33635987112325,610.0,0.0,652.3463418456993,1.0597730676411656
2782.0,223.3368525038347,610.0,0.0,652.3076029947958,1.0601541438970596
2783.0,223.33921111774063,610.0,0.0,652.2688570236841,1.0605352201529537
2784.0,223.34308436886698,610.0,0.0,652.2301039387271,1.0609162964088477
2785.0,223.34802310709796,610.0,0.0,652.1913437462894,1.0612973726647417
2786.0,223.35350929113676,610.0,0.0,652.1525764527353,1.0616784489206357
2787.0,223.35898936943093,610.0,0.0,652.1138020644299,1.0620595251765297
2788.0,223.3639099899772,610.0,0.0,652.0750205877404,1.0624406014324237
2789.0,223.36775374187366,610.0,0.0,652.0362320290322,1.0628216776883177
2790.0,223.37007261754042,610.0,0.0,651.9974363946735,1.0632027539442117
2791.0,223.37051702064014,610.0,0.0,651.9586336910318,1.0635838302001057
2792.0,223.3688584249598,610.0,0.0,651.9198239244765,1.0639649064559997
2793.0,223.36500419769138,610.0,0.0,651.8810071013769,1.0643459827118937
2794.0,223.3590036108025,610.0,0.0,651.8421832281031,1.0647270589677877
2795.0,223.3510446425021,610.0,0.0,651.8033523110261,1.0651081352236818
2796.0,223.34144177747118,610.0,0.0,651.7645143565167,1.0654892114795758
2797.0,223.33061560731676,610.0,0.0,651.7256693709478,1.0658702877354698
2798.0,223.3190655703819,610.0,0.0,651.6868173606921,1.0662513639913638
2799.0,223.30733761577397,610.0,0.0,651.6479583321232,1.0666324402472578
2800.0,223.2959889007668,610.0,0.0,651.6090922916146,1.0670135165031518
2801.0,223.28555181350248,610.0,0.0,651.5702192455419,1.0673945927590458
2802.0,223.27649964458035,610.0,0.0,651.5313392002803,1.0677756690149398
2803.0,223.26921611262037,610.0,0.0,651.4924521622057,1.0681567452708338
2804.0,223.26397069089978,610.0,0.0,651.4535581376956,1.0685378215267278
2805.0,223.26090130361956,610.0,0.0,651.414657133127,1.0689188977826218
2806.0,223.26000548666974,610.0,0.0,651.3757491548781,1.0692999740385158
2807.0,223.26114056893735,610.0,0.0,651.3368342093279,1.0696810502944099
2808.0,223.26403285905135,610.0,0.0,651.2979123028557,1.0700621265503039
2809.0,223.2682952529991,610.0,0.0,651.2589834418418,1.0704432028061979
2810.0,223.27345214401169,610.0,0.0,651.2200476326666,1.0708242790620919
2811.0,223.2789700495416,610.0,0.0,651.1811048817119,1.0712053553179859
2812.0,223.2842919999433,610.0,0.0,651.1421551953598,1.07158643157388
2813.0,223.28887348380619,610.0,0.0,651.103198579993,1.071967507829774
2814.0,223.29221763364714,610.0,0.0,651.0642350419947,1.072348584085668
2815.0,223.2939073727764,610.0,0.0,651.025264587749,1.072729660341562
2816.0,223.29363243028675,610.0,0.0,650.9862872236407,1.073110736597456
2817.0,223.29120945686233,610.0,0.0,650.9473029560554,1.07349181285335
2818.0,223.2865939198985,610.0,0.0,650.9083117913785,1.073872889109244
2819.0,223.27988299343525,610.0,0.0,650.8693137359969,1.074253965365138
2820.0,223.27130925039984,610.0,0.0,650.8303087962978,1.074635041621032
2821.0,223.26122557072785,610.0,0.0,650.7912969786688,1.075016117876926
2822.0,223.25008225684246,610.0,0.0,650.7522782894993,1.07539719413282
2823.0,223.23839785765713,610.0,0.0,650.7132527351774,1.075778270388714
2824.0,223.22672560914015,610.0,0.0,650.6742203220941,1.076159346644608
2825.0,223.2156176770889,610.0,0.0,650.6351810566388,1.076540422900502
2826.0,223.2055895195412,610.0,0.0,650.5961349452028,1.076921499156396
2827.0,223.19708666624504,610.0,0.0,650.5570819941785,1.07730257541229
2828.0,223.19045604519215,610.0,0.0,650.5180222099573,1.077683651668184
2829.0,223.18592368505242,610.0,0.0,650.478955598933,1.078064727924078
2830.0,223.18358020874328,610.0,0.0,650.4398821674982,1.078445804179972
2831.0,223.18337503448987,610.0,0.0,650.4008019220481,1.078826880435866
2832.0,223.1851196476967,610.0,0.0,650.3617148689773,1.07920795669176
2833.0,223.18849973312604,610.0,0.0,650.3226210146809,1.079589032947654
2834.0,223.1930953963056,610.0,0.0,650.2835203655557,1.079970109203548
